Namespace,Key,SourceString,Comment
Story,STORY_ELEMENT_DARK_SUMMARY,"Dark는 심연계 압력과 달빛 부재를 나타내며 챕터 3 후반에서 밀도 있게 등장한다.","속성 요약"
Story,STORY_CHAPTER_04_TITLE,"챕터 4: 심연의 역광 회랑","챕터 메타 제목"
Story,STORY_CHAPTER_04_SUMMARY,"베르카스의 그림자 뒤편에서 역광 회랑을 따라가며 심연 문장의 방향을 뒤집는다.","챕터 메타 요약"
Story,STORY_MAP_C04_M01_NAME,"역광 진입로","맵 표시명"
Story,STORY_MAP_C04_M01_SUMMARY,"베르카스 옥좌 뒤편에서 빛이 거꾸로 흐르는 통로와 나디아의 현장 기록을 발견한다.","맵 요약"
Story,STORY_MAP_C04_M02_NAME,"재의 기록실","맵 표시명"
Story,STORY_MAP_C04_M02_SUMMARY,"불탄 연구 기록이 재 형태로 되풀이되는 방에서 은등 연구회의 실패 기록을 확인한다.","맵 요약"
Story,STORY_MAP_C04_M03_NAME,"서리 회절교","맵 표시명"
Story,STORY_MAP_C04_M03_SUMMARY,"얼어붙은 빛이 다리처럼 굴절되는 구역에서 환생 기억과 역광 좌표의 연결을 찾는다.","맵 요약"
Story,STORY_MAP_C04_M04_NAME,"뇌광 조율탑","맵 표시명"
Story,STORY_MAP_C04_M04_SUMMARY,"균열 주파수를 맞추는 탑에서 월영의 사도 일부와 베르카스의 거래 단서를 얻는다.","맵 요약"
Story,STORY_MAP_C04_M05_NAME,"역광 봉인로","맵 표시명"
Story,STORY_MAP_C04_M05_SUMMARY,"역광을 묶는 중간 봉인로에서 역광의 감시자를 상대하는 미니보스 관문이다.","맵 요약"
Story,STORY_MAP_C04_M06_NAME,"달빛 역류층","맵 표시명"
Story,STORY_MAP_C04_M06_SUMMARY,"달빛이 아래에서 위로 역류하는 층에서 환생 기억이 심연 장치의 연료가 될 수 있음을 깨닫는다.","맵 요약"
Story,STORY_MAP_C04_M07_NAME,"무음 서약실","맵 표시명"
Story,STORY_MAP_C04_M07_SUMMARY,"소리 없는 서약문이 떠오르는 방에서 은등 연구회 일부가 균열을 약속으로 고정했음을 확인한다.","맵 요약"
Story,STORY_MAP_C04_M08_NAME,"별빛 없는 관문","맵 표시명"
Story,STORY_MAP_C04_M08_SUMMARY,"별과 달빛이 모두 사라지는 관문에서 기록보다 직접 본 장면을 믿어야 하는 순간을 만든다.","맵 요약"
Story,STORY_MAP_C04_M09_NAME,"문장 심도","맵 표시명"
Story,STORY_MAP_C04_M09_SUMMARY,"심연 문장이 겹겹이 새겨진 보스 전초 구역에서 아스테리온의 마지막 서약을 듣는다.","맵 요약"
Story,STORY_MAP_C04_M10_NAME,"아스테리온의 역광 옥좌","맵 표시명"
Story,STORY_MAP_C04_M10_SUMMARY,"심연 문장 아스테리온을 격파하고 베르카스 본체로 이어지는 다음 문을 여는 챕터 4 최종 구역이다.","맵 요약"
Story,STORY_ELITE_C04_BACKLIGHT_WATCHER_NAME,"역광의 감시자","미니보스 표시명"
Story,STORY_ELITE_C04_BACKLIGHT_WATCHER_SUMMARY,"역광 봉인로에서 빛과 어둠의 방향을 시험하는 챕터 4 미니보스.","미니보스 요약"
Story,STORY_BOSS_C04_ASTERION_NAME,"심연 문장 아스테리온","보스 표시명"
Story,STORY_BOSS_C04_ASTERION_SUMMARY,"베르카스 본체로 이어지는 심연 문장을 지키는 챕터 4 최종 보스.","보스 요약"
Story,STORY_BACKLIGHT_SUMMARY,"역광은 빛의 방향을 뒤집어 균열을 고정하는 심연계 장치의 성질이다.","현상 요약"
Story,STORY_CHAPTER_05_TITLE,"챕터 5: 차원 군주의 심연 옥좌","챕터 메타 제목"
Story,STORY_CHAPTER_05_SUMMARY,"역광이 꺾인 문 너머로 내려가 차원 군주 베르카스의 본체와 심연 옥좌를 마주한다.","챕터 메타 요약"
Story,STORY_MAP_C05_M01_NAME,"무광 하강로","맵 표시명"
Story,STORY_MAP_C05_M01_SUMMARY,"빛이 닿지 않는 하강로에서 아스테리온이 뒤집은 문 아래로 처음 내려선다.","맵 요약"
Story,STORY_MAP_C05_M02_NAME,"꺼진 등불 묘역","맵 표시명"
Story,STORY_MAP_C05_M02_SUMMARY,"꺼진 등불이 늘어선 묘역에서 은등 연구회가 끝내 닫지 못한 첫 균열의 흔적을 확인한다.","맵 요약"
Story,STORY_MAP_C05_M03_NAME,"기억 침전지","맵 표시명"
Story,STORY_MAP_C05_M03_SUMMARY,"환생 기억이 가라앉아 굳은 침전지에서 베르카스가 기억을 연료로 삼는 방식을 본다.","맵 요약"
Story,STORY_MAP_C05_M04_NAME,"성흔 잔향당","맵 표시명"
Story,STORY_MAP_C05_M04_SUMMARY,"무너진 성소의 잔향이 맴도는 당에서 월영의 사도가 남긴 마지막 성흔을 회수한다.","맵 요약"
Story,STORY_MAP_C05_M05_NAME,"심연 반향로","맵 표시명"
Story,STORY_MAP_C05_M05_SUMMARY,"군주의 목소리가 메아리치는 중간 봉인로에서 공허의 전령을 상대하는 미니보스 관문이다.","맵 요약"
Story,STORY_MAP_C05_M06_NAME,"서리 결정 심부","맵 표시명"
Story,STORY_MAP_C05_M06_SUMMARY,"얼어붙은 결정이 심부를 채운 구역에서 군주의 본체가 가까워질수록 기억이 얼어붙는 위험을 안다.","맵 요약"
Story,STORY_MAP_C05_M07_NAME,"공허 봉합지","맵 표시명"
Story,STORY_MAP_C05_M07_SUMMARY,"찢긴 차원이 어둠으로 봉합된 구역에서 나디아가 자신의 기록을 마지막으로 넘겨준다.","맵 요약"
Story,STORY_MAP_C05_M08_NAME,"뇌명 차단막","맵 표시명"
Story,STORY_MAP_C05_M08_SUMMARY,"군주의 의지를 막는 마지막 뇌명 차단막에서 라온이 기록과 현실의 경계를 함께 넘는다.","맵 요약"
Story,STORY_MAP_C05_M09_NAME,"옥좌 전실","맵 표시명"
Story,STORY_MAP_C05_M09_SUMMARY,"심연 옥좌 직전의 전실에서 이리스가 월영의 사도로서 마지막 경고와 선택을 건넨다.","맵 요약"
Story,STORY_MAP_C05_M10_NAME,"베르카스의 심연 옥좌","맵 표시명"
Story,STORY_MAP_C05_M10_SUMMARY,"차원 군주 베르카스의 본체를 격파하고 심연 옥좌를 무너뜨리는 챕터 5 최종 구역이다.","맵 요약"
Story,STORY_ELITE_C05_VOID_HERALD_NAME,"공허의 전령","미니보스 표시명"
Story,STORY_ELITE_C05_VOID_HERALD_SUMMARY,"심연 반향로에서 군주의 목소리를 대신 전하며 길을 막는 챕터 5 미니보스.","미니보스 요약"
Story,STORY_BOSS_C05_VERKAS_TRUE_NAME,"차원 군주 베르카스 본체","보스 표시명"
Story,STORY_BOSS_C05_VERKAS_TRUE_SUMMARY,"그림자가 아닌 실제 의지로 심연 옥좌에서 차원을 붙잡은 챕터 5 최종 보스.","보스 요약"
Story,STORY_VOIDHEART_SUMMARY,"공허심은 빛도 기억도 흡수해 군주의 의지로 되돌리는 심연 옥좌의 핵이다.","현상 요약"
Story,STORY_CHAPTER_06_TITLE,"챕터 6: 무너지는 근원의 균열","챕터 메타 제목"
Story,STORY_CHAPTER_06_SUMMARY,"군주가 사라진 뒤 스스로 무너지는 근원의 균열을 닫는 대신 감속하며 종언의 공동과 마주한다.","챕터 메타 요약"
Story,STORY_MAP_C06_M01_NAME,"무너진 옥좌터","맵 표시명"
Story,STORY_MAP_C06_M01_SUMMARY,"베르카스 옥좌가 무너지고 공동이 열린 자리에서 균열이 닫히지 않고 무너지기 시작했음을 실측한다.","맵 요약"
Story,STORY_MAP_C06_M02_NAME,"흘러내린 묘역","맵 표시명"
Story,STORY_MAP_C06_M02_SUMMARY,"닫지 못한 첫 균열의 묘역이 공동으로 흘러내리며 시작의 죄가 끝의 붕괴로 되돌아옴을 확인한다.","맵 요약"
Story,STORY_MAP_C06_M03_NAME,"역류하는 침전지","맵 표시명"
Story,STORY_MAP_C06_M03_SUMMARY,"가라앉았던 환생 기억이 거꾸로 솟구치는 침전지에서 흩어지려는 기억을 좌표로 붙든다.","맵 요약"
Story,STORY_MAP_C06_M04_NAME,"마지막 성흔로","맵 표시명"
Story,STORY_MAP_C06_M04_SUMMARY,"회수한 성흔이 길을 비추는 통로에서 군주를 위한 빛이 사람을 빼내는 빛으로 바뀐다.","맵 요약"
Story,STORY_MAP_C06_M05_NAME,"잔향 붕괴로","맵 표시명"
Story,STORY_MAP_C06_M05_SUMMARY,"과거 보스들의 잔향이 겹쳐 무너지는 중간 붕괴로에서 붕괴의 메아리를 상대하는 미니보스 관문이다.","맵 요약"
Story,STORY_MAP_C06_M06_NAME,"얼어붙는 경계","맵 표시명"
Story,STORY_MAP_C06_M06_SUMMARY,"세 층의 경계가 얼어붙는 구역에서 라온이 자신을 깎아 붕괴를 늦추고 있음이 드러난다.","맵 요약"
Story,STORY_MAP_C06_M07_NAME,"빨려 드는 공동변","맵 표시명"
Story,STORY_MAP_C06_M07_SUMMARY,"공동의 가장자리가 모든 것을 빨아들이는 구역에서 나디아가 빠져나갈 시간 대신 모두의 시간을 택한다.","맵 요약"
Story,STORY_MAP_C06_M08_NAME,"무너지는 뇌명교","맵 표시명"
Story,STORY_MAP_C06_M08_SUMMARY,"붕괴 속에서 끊어졌다 이어지는 마지막 다리에서 라온이 사라지기 전 마지막 좌표를 남긴다.","맵 요약"
Story,STORY_MAP_C06_M09_NAME,"공동 전실","맵 표시명"
Story,STORY_MAP_C06_M09_SUMMARY,"종언의 공동 직전의 전실에서 이리스가 지킬 대상을 잃고도 곁에 남는 이유를 말한다.","맵 요약"
Story,STORY_MAP_C06_M10_NAME,"종언의 공동","맵 표시명"
Story,STORY_MAP_C06_M10_SUMMARY,"의지를 잃고 스스로 무너지는 근원 균열의 종착을 막아 세 층이 함께 빨려 드는 것을 멈추는 챕터 6 최종 구역이다.","맵 요약"
Story,STORY_ELITE_C06_COLLAPSE_ECHO_NAME,"붕괴의 메아리","미니보스 표시명"
Story,STORY_ELITE_C06_COLLAPSE_ECHO_SUMMARY,"잔향 붕괴로에서 과거 보스들의 잔향을 겹쳐 토해 내는 챕터 6 미니보스.","미니보스 요약"
Story,STORY_BOSS_C06_END_VOID_NAME,"종언의 공동","보스 표시명"
Story,STORY_BOSS_C06_END_VOID_SUMMARY,"의지도 목소리도 없이 모든 것을 빨아들이는 근원 균열의 종착이자 챕터 6 최종 보스.","보스 요약"
Story,STORY_CHAPTER_07_TITLE,"챕터 7: 균열 너머의 잔존계","챕터 메타 제목"
Story,STORY_CHAPTER_07_SUMMARY,"멈춰 세운 균열 너머 잔존계로 건너가 멈춘 이들을 데리고 돌아오며, 저편에서 문턱을 닫아 영원의 문턱과 마주한다.","챕터 메타 요약"
Story,STORY_MAP_C07_M01_NAME,"멈춘 문턱 너머","맵 표시명"
Story,STORY_MAP_C07_M01_SUMMARY,"닫지 않고 버텨 둔 문턱을 처음 건너 공동이 빨아들인 모든 것이 멈춰 남은 잔존계로 들어선다.","맵 요약"
Story,STORY_MAP_C07_M02_NAME,"잿빛 정지원","맵 표시명"
Story,STORY_MAP_C07_M02_SUMMARY,"시간이 멈춘 채 잿빛으로 굳은 평원에서 꺼지지 않은 불씨를 따라 길을 찾는다.","맵 요약"
Story,STORY_MAP_C07_M03_NAME,"잔존 성소","맵 표시명"
Story,STORY_MAP_C07_M03_SUMMARY,"잔존계에 멈춰 선 옛 성소의 잔영에서 사도가 남긴 성흔이 귀로의 표식이 됨을 본다.","맵 요약"
Story,STORY_MAP_C07_M04_NAME,"깜빡이는 좌표대","맵 표시명"
Story,STORY_MAP_C07_M04_SUMMARY,"사라진 라온의 잔향이 마지막 좌표만 깜빡이며 길을 가리키는 구역을 따라 더 깊이 건너간다.","맵 요약"
Story,STORY_MAP_C07_M05_NAME,"멈춘 귀로","맵 표시명"
Story,STORY_MAP_C07_M05_SUMMARY,"돌아오지 못한 이들이 한 덩어리로 굳어 길을 막는 중간 귀로에서 귀환하지 못한 자들을 상대하는 미니보스 관문이다.","맵 요약"
Story,STORY_MAP_C07_M06_NAME,"얼어붙은 회상로","맵 표시명"
Story,STORY_MAP_C07_M06_SUMMARY,"멈춘 회상이 얼음처럼 떠 있는 통로에서 기억을 깨워 잔존자를 한 사람씩 돌려보낸다.","맵 요약"
Story,STORY_MAP_C07_M07_NAME,"가라앉은 좌표 심부","맵 표시명"
Story,STORY_MAP_C07_M07_SUMMARY,"나디아의 마지막 좌표가 가라앉아 있는 심부에서 빠져나오지 못한 그 실측을 찾아 귀로를 잇는다.","맵 요약"
Story,STORY_MAP_C07_M08_NAME,"되살아나는 화로","맵 표시명"
Story,STORY_MAP_C07_M08_SUMMARY,"멈춘 불씨가 다시 타오르는 화로에서 멈춘 세계가 조금씩 다시 흐르기 시작한다.","맵 요약"
Story,STORY_MAP_C07_M09_NAME,"귀로 전실","맵 표시명"
Story,STORY_MAP_C07_M09_SUMMARY,"영원의 문턱 직전, 돌아갈 이들이 모이는 전실에서 이리스가 모두가 돌아간 뒤 자신도 돌아갈 것을 약속한다.","맵 요약"
Story,STORY_MAP_C07_M10_NAME,"영원의 문턱","맵 표시명"
Story,STORY_MAP_C07_M10_SUMMARY,"모두가 함께 돌아간 뒤에야 닫히는 잔존계의 마지막 귀로를 건너 멈춘 이들을 돌려보내고 문턱을 닫는 챕터 7 최종 구역이다.","맵 요약"
Story,STORY_ELITE_C07_UNRETURNED_NAME,"귀환하지 못한 자들","미니보스 표시명"
Story,STORY_ELITE_C07_UNRETURNED_SUMMARY,"멈춘 귀로에서 돌아가려는 의지마저 멈춘 채 한 덩어리로 굳어 길을 막는 챕터 7 미니보스.","미니보스 요약"
Story,STORY_BOSS_C07_ETERNAL_THRESHOLD_NAME,"영원의 문턱","보스 표시명"
Story,STORY_BOSS_C07_ETERNAL_THRESHOLD_SUMMARY,"모두가 함께 돌아간 뒤에야 닫히는 잔존계의 마지막 귀로이자 챕터 7 최종 보스.","보스 요약"
Story,STORY_CHAPTER_08_TITLE,"챕터 8: 봉인되어 있던 후존계","챕터 메타 제목"
Story,STORY_CHAPTER_08_SUMMARY,"균열이 닫힌 자리에서 드러난, 균열이 가두고 있던 더 오래된 위협의 후존계로 내려가 봉인을 다시 세우고 그 정점과 마주한다.","챕터 메타 요약"
Story,STORY_MAP_C08_M01_NAME,"닫힌 흉터","맵 표시명"
Story,STORY_MAP_C08_M01_SUMMARY,"끝난 줄 알았던 균열이 닫힌 자리에서 봉인되어 있던 것이 드러나기 시작하는, 닫힌 흉터 아래로 처음 내려선다.","맵 요약"
Story,STORY_MAP_C08_M02_NAME,"깨어난 자취","맵 표시명"
Story,STORY_MAP_C08_M02_SUMMARY,"균열이 가두던 시절의 자취가 깔린 자리에서, 멈춘 세계가 아니라 깨어나 움직이기 시작한 것의 발자국을 따라간다.","맵 요약"
Story,STORY_MAP_C08_M03_NAME,"가라앉은 후존계","맵 표시명"
Story,STORY_MAP_C08_M03_SUMMARY,"닫힌 균열 너머에 가라앉아 있던, 사도의 빛도 닿은 적 없는 오래된 영역에서 봉인이 누르던 것의 깊이를 본다.","맵 요약"
Story,STORY_MAP_C08_M04_NAME,"솟아오른 좌표대","맵 표시명"
Story,STORY_MAP_C08_M04_SUMMARY,"봉인 너머에서 새로 솟아 한 번도 측정된 적 없는 신호가 스스로 위치를 알리는 구역을 따라 정점으로 향한다.","맵 요약"
Story,STORY_MAP_C08_M05_NAME,"일어선 잔존","맵 표시명"
Story,STORY_MAP_C08_M05_SUMMARY,"균열이 닫히자 비로소 일어선 잔존이 길을 막는 중간 자리에서 일어선 잔존을 상대하는 미니보스 관문이다.","맵 요약"
Story,STORY_MAP_C08_M06_NAME,"눌려 있던 회상로","맵 표시명"
Story,STORY_MAP_C08_M06_SUMMARY,"봉인이 무엇을 어떻게 눌렀는지가 새겨진 통로에서 다시 누를 방법을 읽어 잃었던 봉인을 되세운다.","맵 요약"
Story,STORY_MAP_C08_M07_NAME,"봉인의 핵","맵 표시명"
Story,STORY_MAP_C08_M07_SUMMARY,"드러난 것의 뿌리가 닿는 심부, 균열이 가장 깊이 눌러 두었던 봉인의 핵에서 이 위협의 시작에 닿는다.","맵 요약"
Story,STORY_MAP_C08_M08_NAME,"드러난 광야","맵 표시명"
Story,STORY_MAP_C08_M08_SUMMARY,"봉인이 풀린 자리마다 깨어난 것이 일어서는 너른 드러난 자리를 가로질러 정점이 선 곳으로 나아간다.","맵 요약"
Story,STORY_MAP_C08_M09_NAME,"정점 전실","맵 표시명"
Story,STORY_MAP_C08_M09_SUMMARY,"닫는 것으로도 버티는 것으로도 끝나지 않는 정점 직전의 전실에서 봉인을 다시 세우기 위해 마주할 각오를 다진다.","맵 요약"
Story,STORY_MAP_C08_M10_NAME,"봉인된 정점","맵 표시명"
Story,STORY_MAP_C08_M10_SUMMARY,"균열이 닫히며 풀려난 것을 다시 눌러 봉인하고, 닫힌 자리를 봉인된 자리로 바꾸는 챕터 8 최종 구역이다.","맵 요약"
Story,STORY_ELITE_C08_RISEN_REMNANT_NAME,"일어선 잔존","미니보스 표시명"
Story,STORY_ELITE_C08_RISEN_REMNANT_SUMMARY,"균열이 닫히자 눌려 있던 자리에서 비로소 일어나 길을 막는 챕터 8 미니보스.","미니보스 요약"
Story,STORY_BOSS_C08_SEALED_APEX_NAME,"봉인된 정점","보스 표시명"
Story,STORY_BOSS_C08_SEALED_APEX_SUMMARY,"가두어진 적은 있어도 끝난 적은 없는, 균열이 봉인하던 것의 정점이자 챕터 8 최종 보스.","보스 요약"
Story,STORY_COLLAPSE_SUMMARY,"붕괴는 군주가 사라진 뒤 닫을 수 있는 단계를 지나 세 층의 경계를 함께 무너뜨리는 균열의 종착 진행이다.","현상 요약"
